date,Content,Likes,Retweet
2014-08-15 20:21:05+00:00,"@BillGates @RyanSeacrest @TEDchris Am a bit under the weather, but will do it!",742,312
2014-08-15 20:16:40+00:00,"Model S drivetrain warranty increased to infinite miles, applies retroactively ... http://t.co/0Gwukwj6qT",1353,1671
2014-08-05 16:53:11+00:00,Long exposure of the Falcon 9 predawn launch from Cape Canaveral http://t.co/jQHxIEhuJb,2607,2081
2014-08-05 15:07:42+00:00,"High velocity reentry (2700 lbs/sqft) appeared to succeed, but, as expected, not enough propellant to land for this and the next mission.",369,169
2014-08-05 00:22:03+00:00,Love EFF “@arstechnica: EFF inaugurates “Stupid Patent of the Month” http://t.co/3AlePablJ9 by @joemullin”,310,339
2014-08-03 19:18:13+00:00,"Hope we're not just the biological boot loader for digital superintelligence. Unfortunately, that is increasingly probable",3633,4183
2014-08-03 19:11:50+00:00,"While on the subject of AI risk, Our Final Invention by @jrbarrat is also worth reading",489,145
2014-08-03 03:19:53+00:00,"@drwave @itsDanielSuarez Yeah, Daemon is a great read",73,8
2014-08-03 02:37:52+00:00,@IrrelevantGamer @masseffect Mass Effect 2 is one of the best games ever. Also love Saints Row IV.,514,183
2014-08-03 02:33:24+00:00,Worth reading Superintelligence by Bostrom. We need to be super careful with AI. Potentially more dangerous than nukes.,3217,2403
2014-08-03 01:16:39+00:00,Guardians of the Galaxy is great. Best line is when Star-Lord says his spaceship looks like a Jackson Pollock painting under black light.,1743,881
2014-07-26 17:23:03+00:00,On annual camping trip w kids. Trying a place just south of Carmel in California this year.,535,105
2014-07-23 04:05:37+00:00,"“@SpaceX: Soft water landing of Falcon 9 rocket booster. http://t.co/VxBqBZhHmO

Full update: http://t.co/nH8UqOmN9h”",506,444
2014-07-19 02:42:58+00:00,"Looks like body slam, maybe from a self-generated wave",233,127
2014-07-14 16:20:38+00:00,Detailed review of rocket telemetry needed to tell if due to initial splashdown or subsequent tip over and body slam,349,263
2014-07-14 16:16:20+00:00,"Rocket booster reentry, landing burn &amp; leg deploy were good, but lost hull integrity right after splashdown (aka kaboom)",662,738
2014-07-14 16:09:56+00:00,Flight 10 of Falcon 9 was good. All six ORBCOMM satellites deployed on target.,658,430
2014-07-10 17:26:14+00:00,@leroytwin @Tesla_Canada A lot of Canadian Superchargers are in work and will start going live in the next month or so,76,43
2014-07-10 16:56:53+00:00,Tesla Superchargers delivered over 1GWh last month. Long distance driving growing exponentially http://t.co/vixkd5gkKX,639,598
2014-07-01 14:25:43+00:00,Tesla Model S named top model in perceived quality http://t.co/hOhZMIG78u via @USATODAY,511,411
2014-06-19 19:22:25+00:00,Test flight of Falcon 9-R with deployable grid fins for better hypersonic thru subsonic control http://t.co/6ZXpvPao2u,697,652
2014-06-17 14:15:57+00:00,Goal is for unsubsidized solar power to cost less than grid electricity from coal or fracked gas,1864,1595
2014-06-17 14:04:52+00:00,SolarCity to build the world's largest advanced solar panel factory in upstate New York http://t.co/dI6N9QomaQ,1150,1300
2014-06-17 04:32:53+00:00,"Edmunds beats Tesla LA-NY record by several hours! “@edmunds: Made it! Our Model S made LA-NY run in 67 hrs and 21 mins""",467,301
2014-06-12 22:57:03+00:00,"Apparently, lots of confused media inquiries about blog title. Look, we just to make sure they don't set us up the bomb.",2517,1898
2014-06-12 17:02:05+00:00,Regarding Tesla patents http://t.co/gGBWoInh6C,3631,5858
2014-06-11 01:31:46+00:00,@Ash_Dale I do seriously need a haircut :),34,4
2014-06-04 15:35:20+00:00,"Ok, but the sloths kinda had it coming ""Humans Blamed for Extinction of Mammoths &amp; Giant Sloths"" http://t.co/pIPW8rjjl2",319,240
2014-05-31 15:11:37+00:00,Recording of Dragon V2 unveil at http://t.co/aBIV4EWOS2,505,500
2014-05-29 01:43:56+00:00,Amazing repair job of Falcon 9 ocean landing vid by @NASASpaceflight forum. Now shows leg deploy http://t.co/EYoaRjEn9Q,387,283
2014-05-29 00:21:40+00:00,Model S in drag queen competition @CARandDRIVER http://t.co/SHSkETbbWm,217,173
2014-05-25 17:12:37+00:00,Prince Albert &amp; Princess Charlene drove a Tesla around the track to open @F1 Monaco! The honor is much appreciated :) http://t.co/gjQmbm541s,2018,1362
2014-05-24 00:42:36+00:00,@QuantumG When we launch I want to know that SpaceX has done everything possible to keep the astronauts safe. Only a few more years to go.,82,31
2014-05-24 00:20:23+00:00,"@QuantumG Dragon V1.1 doesn't have a launch escape system. Probably comparable reliability to Shuttle, but we need to do better.",18,6
2014-05-23 23:55:43+00:00,"@RichardGarriott Just the air in Dragon. Technically, if a few humans had stowed aboard Dragon on the last flight, they would've been ok.",30,13
2014-05-23 23:47:45+00:00,"@westcoastbill First, the cheese. Then, the mouse.",53,12
2014-05-23 23:27:02+00:00,Contracting official's new job raises questions http://t.co/JhRDGa6vYZ,218,184
2014-05-23 01:01:03+00:00,"Either way, this case certainly deserves close examination by the DoD Inspector General per @SenJohnMcCain's request http://t.co/IZ4JO2y3JO",394,284
2014-05-23 00:52:04+00:00,"Reason I believe this is likely is that Correll first tried to work at SpaceX, but we turned him down. Our competitor, it seems, did not.",384,341
2014-05-23 00:45:53+00:00,V likely AF official Correll was told by ULA/Rocketdyne that a rich VP job was his if he gave them a sole source contract,333,364
2014-05-23 00:40:56+00:00,Air Force official awards $10B+ contract uncompeted &amp; then takes lucrative job w funds recipient http://t.co/SHqFYWd3CR,560,1052
2014-05-22 05:59:44+00:00,Great progress by @NASASpaceflight members repairing the Falcon 9 ocean landing video http://t.co/DP4y5W5uvZ,474,328
2014-05-14 10:12:30+00:00,@Oatmeal may all technology in the future follow the zeroth law...,442,175
2014-05-14 10:00:15+00:00,@Oatmeal I would be happy to help,4487,2558
2014-05-10 07:29:03+00:00,Worth seeing @ChefTheFilm by @Jon_Favreau. Make sure to plan for a meal afterwards!,283,97
2014-05-08 19:47:23+00:00,Trouble in Missouri. Auto dealers trying to sneak in a monopoly creation bill today http://t.co/p6zqtsaYpi,253,490
2014-05-02 05:41:55+00:00,@rocketrepreneur ~40%,61,10
2014-05-02 05:24:30+00:00,"Second flight of Falcon 9-R. 1000m, hover and land (with cows) http://t.co/tixmBH5sw6",1134,1447
2014-04-29 23:18:19+00:00,"Cover drops on May 29. Actual flight design hardware of crew Dragon, not a mockup.",524,395
2014-04-29 23:01:13+00:00,Sounds like this might be a good time to unveil the new Dragon Mk 2 spaceship that @SpaceX has been working on w @NASA. No trampoline needed,1605,1309
2014-04-29 08:19:51+00:00,@micahgtb almost,13,2
2014-04-29 08:19:25+00:00,@constrainedbyc no problem,30,2
2014-04-29 08:13:10+00:00,@nitroc3ll yes,12,2
2014-04-29 02:55:39+00:00,@KAlHomoud Superchargers in Canada will go live in 6 to 8 weeks. Update on forums shortly.,38,22
2014-04-26 03:07:36+00:00,Letter from @SenJohnMcCain to DoD Inspector General questioning uncompeted space launch contract http://t.co/Bq6raOKSHM,322,224
2014-04-24 21:47:59+00:00,100th @TeslaMotors Supercharger goes live http://t.co/jgCWF4qxCd,404,322
2014-04-24 21:26:17+00:00,FTC blog supports direct car sales as good for consumers http://t.co/FfqvAKVfFF,286,276
2014-04-19 00:16:39+00:00,Flight computers continued transmitting for 8 seconds after reaching the water. Stopped when booster went horizontal.,575,460
2014-04-19 00:00:36+00:00,Data upload from tracking plane shows landing in Atlantic was good! Several boats enroute through heavy seas.,944,848
2014-04-18 21:04:35+00:00,@MarinaSBlinova Rocket boost stage reaching 0 m/s in one piece :) Will know soon. Odds not high.,59,32
2014-04-18 20:48:15+00:00,"Last known state for rocket boost stage is 360 m/s, Mach 1.1, 8.5 km altitude and roll rate close to zero (v important!)",490,355
2014-04-18 20:40:24+00:00,Orbit insertion and Dragon deploy all good. Falcon reentry burn also good. Waiting for landing data from tracking plane.,609,447
2014-04-18 19:11:47+00:00,Falcon 9-Reusable with (now retired) Grasshopper test rig in background http://t.co/TmYrs5mm79,520,333
2014-04-18 17:40:17+00:00,Hexacopter drone vid of 1st F9 rocket booster takeoff &amp; landing w flight design legs http://t.co/FhZX3afK1a,734,990
2014-04-18 16:20:04+00:00,@erwinEmm Need to make sure precision return from hypersonic velocity works in ocean before transitioning to land,31,18
2014-04-18 16:15:13+00:00,Heavy seas in Atlantic preventing our recovery ship from being on station. Maybe they can help? http://t.co/9zZKAqPh6H,193,132
2014-04-18 16:08:38+00:00,This is 1st ever orbital rocket launch w landing legs. Will attempt leg deploy &amp; soft landing out to sea.,529,475
2014-04-18 15:38:25+00:00,Launch to the Space Station in just under three hours if weather holds http://t.co/aBIV4EWOS2,395,496
2014-04-17 21:59:14+00:00,Honored that @NASA would entrust @SpaceX with the Apollo 11 (first moon landing) launch pad http://t.co/LmqxRwsKFW,861,604
2014-04-08 16:44:15+00:00,"@elonmusk Also, breakfast at Tesla is self-serve cereal (no distinction for execs) and the person mentioned isn't actually an employee",237,79
2014-04-08 16:33:19+00:00,"Leasing a Model S takes 5 mins online, no signatures &amp; one tap on car center screen to accept when delivered",718,670
2014-04-08 15:30:21+00:00,Tesla US business leasing program went live today http://t.co/wCH0GLAEAJ,264,238
2014-04-07 16:21:53+00:00,"@AKAbrahamson @itsDanielSuarez Yeah, that's worth a read",12,4
2014-04-07 16:15:27+00:00,What could possibly go wrong? https://t.co/ZhUrllHG95,339,310
2014-04-07 15:54:37+00:00,@MarinaSBlinova @MikeJudge @Recode That would definitely help,6,1
2014-04-07 15:52:32+00:00,"@justincooperman @MikeJudge @Recode Yeah, that about sums it up",9,1
2014-04-07 15:47:29+00:00,"Bloomberg article today also has oddly false details. I don't eat breakfast at Tesla and drink coffee, not juice.",492,267
2014-04-07 15:46:57+00:00,"The @MikeJudge show about Silicon Valley missed the mark in some ways, but I didn't hate it, as @Recode reporter claimed",170,98
2014-04-07 15:46:45+00:00,Some oddly inaccurate news stories of late ...,148,57
2014-04-05 19:57:08+00:00,@BKuppersmith Coming soon,15,1
2014-04-05 19:56:35+00:00,"@OlejAndersen Once 5.9 is rolled out to the whole fleet and all looks good, we will roll out 6.0 to owners on our public beta program",13,2
2014-04-05 19:53:06+00:00,"@OlejAndersen Some challenges w 5.9 rollout, as it contains software specially written for car owners in Norway &amp; Belgium",16,1
2014-04-05 01:19:01+00:00,Review of Model S by @BBC_TopGear much appreciated http://t.co/5PmhlfAIVn,624,433
2014-04-01 20:32:13+00:00,Announcing a revolutionary Tesla driving technology http://t.co/8QCmjGpLOR,573,613
2014-03-31 17:52:49+00:00,Snowed in at Mt. Rushmore @GoParks http://t.co/X6G7CeArPB,446,115
2014-03-31 15:35:37+00:00,Now having breakfast at ... http://t.co/8tGI3L0iGg,260,56
2014-03-31 15:11:10+00:00,Just stayed at the Rocket (yes!) Motel near Mt Rushmore. Sudden blizzard making road trip tricky http://t.co/TRIPC7dKwK,508,130
2014-03-25 14:26:50+00:00,@cairnz 80% to 30%,101,10
2014-03-19 18:12:28+00:00,@FlateFred agreed,25,2
2014-03-17 01:55:53+00:00,"Russian state TV threatens US with nuclear war, showing missile arc &amp; mushroom cloud images http://t.co/B4ARd2fdb8",343,961
2014-03-14 20:56:02+00:00,Regarding Gov. Christie's action to impede direct sales of automobiles in New Jersey http://t.co/v92hjzSKne,694,1233
2014-03-14 18:35:37+00:00,Working on a Model S environmental impact blog this weekend to counteract BS like the @Bloomberg graphite story. Beyond ridiculous...,654,454
2014-03-14 06:29:14+00:00,"@jnags92 Yes, I'm confident that Tesla will do something with them.",56,7
2014-03-14 06:28:03+00:00,"@TeamAizek Not true. The amount of graphite in our car is small, comes from Japan and is mined in a very clean way.",44,14
2014-03-14 06:25:47+00:00,"@X4NWO Well, now that Satoshi Nakamoto has been discovered, I guess it is case closed ... :)",603,188
2014-03-14 06:20:48+00:00,Just discovered a great Tesla ad made by 2 recent college grads. I love it! http://t.co/20dPRD9yrJ,1280,1272
2014-03-11 15:23:26+00:00,New Jersey auto dealers subverting democratic process to try to block Tesla sales http://t.co/PLY97W1oh0,431,1159
2014-03-11 02:15:53+00:00,"Interesting “@om:Physicist proposes a new type of computing at SXSW. Check out orbital computing http://t.co/9tawuy5dMc""",438,393
2014-03-10 21:02:07+00:00,"@gordon_tindall Yeah, I'm giving a talk for homeless kids at the Union Rescue Mission in LA",62,9
2014-03-07 00:23:59+00:00,"@TeslaRoadTrip Thanks, I really appreciate your support!",117,16
2014-03-05 14:46:12+00:00,About to testify before Senate against ULA (Lockheed and Boeing) monopoly contract for national security launches,766,416
2014-02-25 18:39:16+00:00,Model S receives highest customer satisfaction score of any car ever surveyed by Consumer Reports http://t.co/wHF5SUoZJi,755,903
2014-02-25 18:22:03+00:00,All four landing legs now mounted on Falcon 9 http://t.co/5ZNG1NflsG,957,739
2014-02-24 01:37:05+00:00,"However, F9 will continue to land in the ocean until we prove precision control from hypersonic thru subsonic regimes",274,210
2014-02-24 01:32:23+00:00,Mounting landing legs (~60 ft span) to Falcon 9 for next month's Space Station servicing flight http://t.co/zyfazr2BB2,1012,1017
2014-02-14 00:58:23+00:00,Welcome back Jade Rabbit! #Yutu http://t.co/5tOmLEJUfG,212,153
2014-02-11 03:55:25+00:00,Auto dealers trying to pass a law to enforce their monopoly in Ohio &amp; prevent consumer choice... http://t.co/VQdMAZqGwR,288,556
2014-02-09 21:36:53+00:00,"Tesla V6 software upload coming soon. Need to make sure it is ""awesome"" - Lord Business",503,332
2014-02-09 06:08:14+00:00,"Saw The Lego Movie earlier today. Brilliant writing and humor! Loved the ""Everything is awesome..."" theme song.",884,555
2014-02-07 17:54:59+00:00,"Value is holding up ""Tesla car is worth more used than new | MNN - http://t.co/NLLdo1jBzM""",420,483
2014-02-02 14:07:53+00:00,Tesla LA to NY Supercharger rally just completed in 76 hours across northern route in dead of winter thru heavy snow!,1034,1111
2014-01-30 07:17:30+00:00,Tesla cars are now in all 50 US states (map credit Edmunds)! http://t.co/ehq2Muu5cr,1093,1021
2014-01-26 09:30:23+00:00,"Two teams from Tesla aiming to set a cross-country EV speed record this week. Departing Fri from LA, arriving Sun in NY.",322,355
2014-01-26 09:27:04+00:00,Will be doing the LA-NY family road trip over Spring Break. Made everyone watch National Lampoon's Vacation as prep.,647,359
2014-01-26 09:24:58+00:00,"Tesla Supercharger network now energized from New York to LA, both coast + Texas! Approx 80% of US population covered.",627,808
2014-01-23 20:40:34+00:00,Tesla policy is to charge the same price (+ taxes &amp; shipping) everywhere in the world http://t.co/cXOtokcBeG,503,511
2014-01-07 00:38:53+00:00,Rough cut of Falcon 9 Thaicom flight http://t.co/aC3k4neWie,271,277
2014-01-06 23:05:03+00:00,@westcoastbill Thanks Bill! Sure is a great start to 2014 :),54,6
2014-01-06 19:05:31+00:00,Preparing to launch a Thaicom satellite to geostationary super-sync orbit at 5pm Florida time http://t.co/cEq8TEXeo6,404,374
