date,Content,Likes,Retweet
2012-11-27 18:00:03+00:00,"But if humanity wishes to become a multi-planet species, then we must figure out how to move millions of people to Mars.",235,333
2012-11-27 17:55:32+00:00,"And, yes, I do in fact know that this sounds crazy. That is not lost on me. Nor I do think SpaceX will do this alone.",83,122
2012-11-27 17:48:23+00:00,"Millions of people needed for Mars colony, so 80k+ would just be the number moving to Mars per year http://t.co/rwMuzVEK",189,571
2012-11-25 01:53:51+00:00,Short vid of the recent @SpaceX mission to the Intl Space Station http://t.co/Qc963d8B,138,195
2012-11-24 00:07:43+00:00,@cthorm SS Heart of Gold powered by the Infinite Improbability Drive!,21,4
2012-11-23 19:45:06+00:00,My talk for the Royal Aeronautical Society is now online. This gets a little more technical. http://t.co/ZMbkc3jh,179,103
2012-11-23 03:16:03+00:00,"Liam Neeson's ""Life's Too Short"" sketch is super funny http://t.co/nQL7wOx3",130,90
2012-11-22 16:32:13+00:00,On the plus side...“@newscientist: #Climate change has a silver lining: supersized sweet potatoes http://t.co/zHMYIbL3”,23,68
2012-11-22 15:55:04+00:00,Gave a talk on energy and transport at Oxford Univ http://t.co/kbvJf5LO,115,102
2012-11-21 05:14:07+00:00,@Thomas_Tregner Exactly!,15,3
2012-11-21 03:01:08+00:00,Love this picture of the Curiousity rover on Mars. Landscape looks just like the California desert. http://t.co/02GDasae,375,334
2012-11-20 19:32:50+00:00,"Btw, I don't think Apple is doomed. Just won't unseat Google from 1st place with Larry P in charge. http://t.co/hsIAekAw",84,96
2012-11-20 19:22:29+00:00,"Mass. judge denies auto dealers' demand to kill our little Tesla store. Yay, justice prevails!  http://t.co/MqnNYScE",90,161
2012-11-20 06:38:31+00:00,These articles in Space News describe why Ariane 6 vs 5: http://t.co/IaeYXXK9 and http://t.co/ghs3FG8w,38,39
2012-11-20 06:30:44+00:00,"Was misquoted by BBC as saying ""Europe's rocket has no chance"". Just said the [Franco-German] Ariane 5 has no chance, so go with Ariane 6.",40,99
2012-11-19 06:59:46+00:00,"Just returned from a trip to London and Oxford, where I met with many interesting people. I really like Britain!",278,57
2012-11-16 02:02:33+00:00,Original article on Model S from @consumerreports: http://t.co/OiXLz618,35,81
2012-11-16 01:25:08+00:00,Sounds like Consumer Reports had a good experience with the Tesla Model S http://t.co/CT3dgHbh,38,81
2012-11-13 04:33:57+00:00,"Cool story about a @SolarCity installation after hurricane Sandy. Good going, guys! http://t.co/w5FtBbZe",47,70
2012-11-12 08:39:13+00:00,Alexander Hamilton was awesome http://t.co/2bHf4zS0,87,94
2012-11-07 21:46:38+00:00,View of Grasshopper test rocket from the water tower. Note SUV and person nearby for sense of size. http://t.co/r9yuTRGL,152,197
2012-11-06 06:52:11+00:00,"Good skit by Henri, Le Chat Noir. Camus in cat form! http://t.co/XeLUsE9i",74,43
2012-11-03 20:51:36+00:00,"@Jack_JL Engine gimbals for pitch and yaw, gas thrusters for roll.",11,4
2012-11-03 20:42:22+00:00,First flight of 10 story tall Grasshopper rocket using closed loop thrust vector &amp; throttle control http://t.co/NH24BQMH,127,206
2012-10-28 17:38:24+00:00,Reply to @mkrapels: Our avg speed was ummm a little too high. Got a ticket at 92 mph on I-5. We need the Autobahn in CA!,1404,93
2012-10-28 17:25:15+00:00,V proud of Tesla team for completing 1000th Model S body. More cars made this month than entire rest of year http://t.co/k8XWaEth,483,346
2012-10-28 02:04:08+00:00,"Reply to @Astro_yyz: Yes, Model S seats 5 adults + 2 kids with room for luggage in the front trunk. My kids love the rear facing seats best.",761,68
2012-10-28 01:53:32+00:00,Pic of the Model S getting supercharged with the lovely @TalulahRiley http://t.co/ne5wGvZs,244,100
2012-10-28 01:31:22+00:00,Doing LA to SF road trip in Model S with all 5 kids &amp; Talulah. Supercharger finished charging b4 we finished our burgers!,58216,2185
2012-10-22 20:19:24+00:00,Just wrote a blog piece about Tesla stores http://t.co/4Ebs4HIw,68,132
2012-10-11 22:59:26+00:00,Long exposure shot of Dragon and the Space Station arcing across the night sky over Texas http://t.co/omTht7OP,302,326
2012-10-08 00:50:33+00:00,Falcon 9 rocket booster has delivered Dragon to its target orbit!,176,676
2012-10-07 20:45:44+00:00,Time lapse video of rocket roll out http://t.co/nuHKYrEH Now 3 hours 45 mins to lift off...,60,111
2012-10-04 02:31:38+00:00,"An update about Tesla 
http://t.co/A8hQXVNI",99,314
2012-10-03 00:29:28+00:00,"@elonmusk Sorry, meant to say EDT.",51,7
2012-10-02 23:49:35+00:00,Launching our Falcon 9 rocket and Dragon spacecraft to the Space Station on Sunday at 8:35pm EST! http://t.co/qXK0zJyC,156,541
2012-10-01 20:39:28+00:00,Review of the Model S by @nytimes http://t.co/L0sqgV6f,58,109
2012-10-01 17:50:08+00:00,View from landing leg camera on Falcon rocket test rig (aka Grasshopper Project)  http://t.co/xhFe87AM,46,60
2012-09-30 22:01:54+00:00,"Now test firing our most advanced engine, the Merlin 1D-Vac, at 80 tons of thrust. http://t.co/HGK1joVQ",322,564
2012-09-25 04:34:04+00:00,The Tesla Supercharger will over time allow you to travel anywhere on pure sunlight for free http://t.co/DEscYLLH,254,796
2012-09-24 17:53:03+00:00,Model S review by @Wired. Totally agree with criticisms. Corrections coming soon. http://t.co/1zXI3OzB,65,110
2012-09-22 00:36:50+00:00,First test flight hop of our Grasshopper VTVL rocket! http://t.co/oomI5vSB,88,177
2012-09-17 01:40:23+00:00,Tesla made 100 vehicle bodies this week for the first time. Really proud of the team! Pic of S/N 396: http://t.co/fZzbUIjn,171,275
2012-09-14 01:27:09+00:00,Tesla Supercharger unveiling event set for Sept 24. It will feel like alien spaceships landed at highway rest stops.,106,332
2012-09-13 20:58:05+00:00,Amazing series of space pics assembled by @theatlantic http://t.co/IUFTYgDn http://t.co/SHEPSWbS,271,297
2012-09-06 20:00:47+00:00,Tesla Model S driven 285 miles from Vegas to the beach in LA on a single charge by @motortrend http://t.co/8YvO1tsz,63,196
2012-08-29 20:30:20+00:00,This piece about Mars in the NYT is worth a read http://t.co/mNB6f1aS,130,225
2012-08-29 01:23:09+00:00,"@ticketwaxter Extending life to Mars would ensure humanity's survival and be the greatest, most exciting adventure ever!",21,22
2012-08-27 19:51:07+00:00,"@JoeBeernink Back of the envelope calc: Merlin wd accelerate Model S at 25 g's, so wd break sound barrier in &lt;1.5 sec",15,7
2012-08-27 19:41:50+00:00,"For their test drive, the Motor Trend team drove from LA to San Diego and back without recharging http://t.co/5mH0xBGr",56,118
2012-08-27 19:39:47+00:00,Motor Trend tests Model S as fastest American sedan at 3.9 sec 0-60 mph and tied for 1st worldwide in stopping distance,48,231
2012-08-25 20:39:03+00:00,Neil Armstrong was a hero to all of humanity. His spirit will carry us to the stars.,221,741
2012-08-22 16:14:31+00:00,I love the sight of Teslas in the morning. Production line review is looking good! http://t.co/damib6tk,372,279
2012-08-22 16:11:24+00:00,Glad to contribute to the Tesla museum and will do more in the future. He was a great man. http://t.co/NR2QNiax,92,148
2012-08-04 00:23:11+00:00,"@JustBe74 V important to make all of humanity proud, but in this case a particular duty is owed to the American taxpayer",13,9
2012-08-03 17:38:43+00:00,@UrgentSpeed Sure. To be clear that number would include all US solar energy (thermal+PV).,6,4
2012-08-03 02:11:15+00:00,1st pure solar gigawatt hour day just achieved by @SolarCity! Predict 1st terawatt hour day from all US solar &lt; 15 years.,70,179
2012-08-01 03:37:27+00:00,@bryanwolfnow I'm neither anti-conservative nor anti-liberal. Just don't like group think. Ideas should be considered on their own merits.,222,35
2012-08-01 02:54:50+00:00,"@dansitu Individuals set the vector for the tides. The Life of Brian points out that we are all individuals, except for that one guy.",21,5
2012-08-01 02:32:59+00:00,People ought to think more about who wrote the software that's running in their head (sigh). It probably wasn't them.,518,488
2012-08-01 02:30:53+00:00,"@dansitu Don't know about ""dark manipulators"", but Adbusters played a major role in creating Occupy http://t.co/fZ38XMeH",8,2
2012-08-01 02:17:45+00:00,"@DJjodes Would love to make a Tesla supertruck with crazy torque, dynamic air suspension and corners like its on rails. That'd be sweet...",6538,439
2012-08-01 02:12:24+00:00,"Good assessment of the Dark Knight Rises in the Atlantic. Dickens, not Rand. http://t.co/mYFUARGS",79,59
2012-07-31 21:57:37+00:00,Goal for Model S is to show that electric is way way better than gas. Combine w solar power &amp; the future looks bright.,30845,1673
2012-07-31 03:19:34+00:00,Worth noting that Muller's research confirming global warming is real was funded by Koch. Fate loves irony.,67,185
2012-07-27 20:40:28+00:00,Olympics opening is excellently British. Jolly good show! http://t.co/s9XZdaBL,88,67
2012-07-27 17:47:44+00:00,Abandoned car and biked across London. Super fun! Next time minus the tweed jacket. http://t.co/N93Vg4yy,233,68
2012-07-27 03:38:47+00:00,"@walalm Yes, my absolute goal w Tesla has always been mass market electric cars. Will finally get there with Gen3 program.",20,13
2012-07-27 03:33:35+00:00,Now it's just a song that you used to know http://t.co/c81ASeFo,28,49
2012-07-27 03:15:29+00:00,"@nopev Biggest risk is that we take too long to solve the sustainable energy problem, causing climate change meltdown.",18,14
2012-07-27 02:26:31+00:00,"Compared to past, today's world is fantastic &amp; likely will be for many decades. Just need to cover future downside risk.",75,182
2012-07-27 01:13:28+00:00,@iproducefodrake Asimov's Foundation  points out that all civilizations fall. Must ensure dark period is short &amp; finite.,23,7
2012-07-23 06:48:09+00:00,Big oil is pulling same trick about smoking the atmosphere ... diff is we only have 1 atmosphere: http://t.co/O45XG4iB,66,201
2012-07-23 06:39:10+00:00,"30 years ago, when 98% of scientists said smoking caused cancer, tobacco industry response was still ""scientists disagree""",86,356
2012-07-21 17:09:04+00:00,"Now debating the nature of citizen and state, effective democracy &amp; necessary revolution, moderated by @FareedZakaria.",75,23
2012-07-21 16:27:01+00:00,"Heard an interesting comment at the debate: ""If we see no angels in others, we harbor none in ourselves.""",119,194
2012-07-21 15:40:07+00:00,Am in Yellowstone at an Oxford style debate about women and society. I'm in favor :),33,29
2012-07-17 11:16:22+00:00,"""Welcome qwerty monkey Jesus love"" are the top 5 most popular passwords after ""password"".  http://t.co/P2a9Cfcd",1035,171
2012-07-15 07:34:14+00:00,Will publish something on the Hyperloop in about four weeks. Will forgo patents on the idea and just open source it. Not a vac tunnel btw.,160,251
2012-07-15 07:30:06+00:00,"""Most of us live in a semi-somnambulistic state &amp; the days fly by. The 2 exceptions are childhood and when we are in love."" - RG",212,265
2012-07-14 05:01:46+00:00,"Headed to a (ahem) volcano caldera. Since I didn't finish my PhD, it's actually ""Mr."" Evil. http://t.co/e2cpsgEM",201,130
2012-07-12 14:57:32+00:00,@n23mc I think we will see people on Mars in less than 20 years. 12 to 15 years most likely. #OccupyMars,34,27
2012-07-12 14:50:49+00:00,"Going at full speed! MT “@iansomerhalder: Elon- you are my hero my friend.Please!Ramp up production on cars that use NO gas.""",21,38
2012-07-07 07:17:10+00:00,Now back to work. Intense months ahead as we ramp production of rockets and cars.,182,263
2012-07-05 07:41:16+00:00,Am standing on the beach in Maui and looking at a moon rainbow for the first time in my life. Incredibly beautiful.,115,42
2012-07-01 03:27:27+00:00,"After 2008 meltdown, vacation for me just meant email with a view, but SpaceX &amp; Tesla are now strong enough that I can make it real (yay!!)",328,95
2012-07-01 03:08:36+00:00,"Screening of Baseball in the Time of Cholera (dir: @brynmooser @daviddarg, prod @oliviawilde &amp; me) at WME July 12. @rainnwilson hosting",17,15
2012-06-30 02:45:18+00:00,"Thanks Dan, you are a good sportsman. I will still donate to DWB as though I'd lost. http://t.co/G2g6kpvm",128,345
2012-06-28 14:59:35+00:00,"""The Girl Who Fixed the Umlaut"" @NewYorker http://t.co/CnPg2PkG”",36,45
2012-06-27 14:43:04+00:00,"She was a great woman “@VanityFair: In Memoriam, Nora Ephron, 1941-2012 http://t.co/raIoWXbb”",24,24
2012-06-27 13:33:51+00:00,Meant to post this link for Merlin: http://t.co/qKarnuao,43,44
2012-06-27 13:31:37+00:00,"Merlin fired at full thrust! Engine weighs half a ton, but has power equal to several Hoover Dams http://t.co/TlTIxiRc",48,86
2012-06-22 22:18:45+00:00,Model S review by Motor Trend http://t.co/gdODXLRv,62,164
2012-06-22 22:16:33+00:00,About to deliver the first ten Model S cars from @TeslaMotors!,58,145
2012-06-20 16:16:50+00:00,@RichardGarriott Dragon will use four pairs of side mounted Superdraco engines. Can function with up to four out.,17,7
2012-06-18 08:31:06+00:00,Wore Marquis de Sade outfit for a party last night. Was v popular with women who'd read 50 Shades :) http://t.co/Z6EvSZw6,692,215
2012-06-16 14:47:12+00:00,"""Any sufficiently advanced technology is indistinguishable from magic"" - Arthur C Clarke. Thanks for the quote, RIP.",294,348
2012-06-14 07:54:02+00:00,"While in Austin, had a great time doing a cameo in @rodriguez latest movie, Machete Kills. Cool studio on old airport.",29,32
2012-06-14 07:26:23+00:00,"Charlie Bolden, NASA Administrator, checks out Dragon at our central Texas test site http://t.co/HXupX9VM",17,39
2012-06-05 17:16:33+00:00,Spacecraft arrives at Port of Los Angeles for transfer to SpaceX test facilities in Texas http://t.co/9ab55gRc,27,120
2012-05-31 21:09:28+00:00,Dragon floating in the Pacific near California. Reentry scorch marks visible on the heat shield http://t.co/grGShZUi,145,491
2012-05-31 15:48:16+00:00,Splashdown successful!! Sending fast boat to Dragon lat/long provided by P3 tracking planes #Dragon,66,340
2012-05-31 14:31:25+00:00,Thrusters will also fire during reentry to adjust touchdown point. Next version will land w helicopter precision #Dragon,43,126
2012-05-25 20:23:00+00:00,Space Station tracking spaceship docking approach vector  #Dragon http://t.co/CetZfiNg,90,140
2012-05-25 15:41:31+00:00,Dragon captured by the International Space Station! Just awesome ... http://t.co/ihoZqgj7,128,547
2012-05-24 18:15:19+00:00,Dragon flies over the SpaceX #GrasshopperProject at our central Texas test site. It will jump soon. http://t.co/P17Z56II,104,124
2012-05-24 17:34:28+00:00,The head of the Russian Space Agency and some Russian diplomats are visiting @SpaceX today. Looking forward to meeting.,34,63
2012-05-24 06:23:53+00:00,About 110 miles away and the spacecraft is now in direct communication with the Space Station #Dragon,49,207
2012-05-24 03:35:55+00:00,"The President just called to say congrats. Caller ID was blocked, so at first I thought it was a telemarketer :)",813,2405
2012-05-23 15:09:40+00:00,Dragon fly by of Space Station planned for 12:47 am California time. All systems green. #dragonlaunch,32,193
2012-05-22 12:27:20+00:00,Launch video of Falcon 9 from Cape Canaveral tracking cameras http://t.co/Qn8ne3pa #dragonlaunch,167,438
2012-05-22 10:38:25+00:00,Navigation bay pointing to deep space and star map being generated by star tracker one. Yes! #DragonLaunch,47,112
2012-05-22 10:31:20+00:00,Dragon spaceship opens the navigation pod bay door without hesitation. So much nicer than HAL9000 :) #DragonLaunch,106,401
2012-05-22 08:56:05+00:00,"Also big thanks to the Air Force, FAA and all of our partners for their support of this mission.",20,36
2012-05-22 08:52:56+00:00,"Huge appreciation for @NASA, without whom we could not even have started, let alone reached this far.",52,142
2012-05-22 08:04:05+00:00,"Falcon flew perfectly!! Dragon in orbit, comm locked and solar arrays active!! Feels like a giant weight just came off my back :)",336,1380
2012-05-22 07:43:41+00:00,T minus 60 seconds. Terminal autosequence initiated. #DragonLaunch,30,93
2012-05-22 07:34:32+00:00,T minus 10 minutes ... Entering terminal count #dragonlaunch,26,99
2012-05-22 03:05:10+00:00,Major Tesla milestone: All crash testing is complete for 5* (max) safety rating. Cars can now be built for sale to public!,66,285
2012-05-20 23:44:11+00:00,Just did an interview with Spaceflight Now. Some of your questions may be answered here: http://t.co/vF0Rs3p1,32,85
2012-05-20 23:13:34+00:00,"Simulations show launch ok with bad valve. Still, better to stop &amp; fix. Recalling rockets after launch is not an option.",39,156
2012-05-19 09:06:31+00:00,Launch aborted: slightly high combustion chamber pressure on engine 5. Will adjust limits for countdown in a few days.,50,562
2012-05-19 08:15:48+00:00,"Whatever happens today, we could not have done it without @NASA, but errors are ours alone and me most of all.",53,126
2012-05-14 02:07:17+00:00,Must remember not to refer to Chimpanzees as deadly killing machines when taking little kids to see a movie about them,43,47
2012-05-11 00:58:31+00:00,... which is the critical breakthrough needed for life to become multiplanetary.,27,48
2012-05-11 00:55:26+00:00,Making large scale rocket propulsion landing work well is a critical step towards a fully reusable Mars transport system,26,75
2012-05-11 00:47:27+00:00,Landing gear of the mega thrust propulsive landing rocket done (next gen Falcon). First hops soon.  http://t.co/JwkynmfL,31,115
2012-05-10 16:24:47+00:00,"Meant to say: prizes for first 10 who do 400 miles in Tesla w/o recharging, not nonstop, which would require diapers :)",32,47
2012-05-09 23:54:36+00:00,Model S exceeds 300 mile range target! Prize for the 1st person to do LA-SF nonstop (400 miles) http://t.co/0sVd4QM8,27,96
2012-05-08 05:45:09+00:00,Saw The Dictator yesterday. Reminded me of Putin's reelection. Seems like only yesterday since he was last in power.,282,73
2012-05-05 01:05:36+00:00,@geoffeg Dragon code is written in C++ on Linux.,42,63
2012-05-05 00:59:37+00:00,"Almost done reviewing Dragon code with @NASA. Looks good so far. Target launch date is May 19, right after Soyuz docks.",35,75
2012-05-03 18:27:19+00:00,"For humanity to have an exciting &amp; inspiring future, we cannot be confined to Earth forever. @love_to_dream #APSpaceChat",151,165
2012-05-03 18:22:41+00:00,Definitely. Long term goal of SpaceX making life multiplanetary. #OccupyMars @Weaverwerx #APSpaceChat,52,89
2012-05-03 18:15:01+00:00,"Ignition by John Clarke, Huzel &amp; Wang book on propulsion, Asimov's Foundation, Heinlein's MiaHM @WHester #APSpaceChat",66,19
2012-04-30 20:22:34+00:00,"Woohoo, rocket hold down firing completed and all looks good!!",34,137
2012-04-30 19:45:25+00:00,Flight computer aborted rocket hold down firing. Anomaly addressed. Cycling systems to countdown http://t.co/iUi4XdQ3,87,206
2012-04-30 15:30:50+00:00,Am excited to announce that SolarCity has filed for an IPO. Mission is to bring affordable solar power to the people!,44,104
2012-04-24 20:17:02+00:00,Just confirmed with @NASA that May 7th is go for launch of Falcon 9 &amp; Dragon to the Space Station,53,420
2012-04-23 20:55:21+00:00,Am pushing launch back approx a week to do more testing on Dragon docking code. New date pending coordination with @NASA.,13,133
2012-04-23 04:02:38+00:00,Just completed the rocket rollout review at SpaceX HQ in California. Almost time to launch. Pucker factor increasing...,40,74
2012-04-22 00:14:01+00:00,In NYC for the premiere of Baseball in the Time of @Cholera. Great work by @brynmooser and @daviddarg!,41,13
2012-04-19 20:47:21+00:00,Basic premise is that it's better to try to address some of the world's problems than to create an aristocracy of wealth,62,113
2012-04-19 20:39:12+00:00,Just signed Giving Pledge with 11 others. I hope this announcement convinces others to do the same. http://t.co/cdCgWkAB,39,43
2012-04-18 19:48:14+00:00,"When holding my new white cat, I feel a strange desire for Bob's Big Boy and sharks with lasers http://t.co/M0iuFPqv",3218,735
2012-04-14 22:52:27+00:00,Great work by APJ “@brynmooser: The foundation is nearly complete at the @artistsforpeace school  http://t.co/hoTXytsZ”,17,8
2012-04-11 00:20:22+00:00,Great to meet Jon Stewart this eve. Have been a fan of @TheDailyShow for a billion years.,19,39
2012-04-09 19:50:03+00:00,Friend told me about the amazing work of Brazilian plastic surgeon Evil Picante. He was actually saying Ivo Pitanguy.,39,19
2012-04-09 02:04:53+00:00,"Besides ensuring the continuance of life, creating a base on Mars would be the most exciting adventure ever!",48,76
2012-04-09 02:01:15+00:00,Interview in Nature describing why we should extend life to Mars http://t.co/6Ux0q4OX,40,59
2012-04-05 23:35:14+00:00,"Wow, a Tesla owner in Europe just passed 200,000 km while racing his Roadster! http://t.co/ZYV4h85O",96,59
2012-04-05 17:21:45+00:00,"Judge dismisses lawsuit to take the happy out of ""Happy Meal"" http://t.co/BiTSCIYL",66,17
2012-04-04 01:58:25+00:00,Huge tornadoes in Texas tossing truck trailers through the air. Hope people are ok. http://t.co/QrlBgFzI,6,6
2012-04-03 09:16:42+00:00,Also dig Mass Effect. It's all fun & games until the AI decides people suck. Maybe we can be their limbic system.,69,27
2012-04-03 08:45:18+00:00,Bioshock is an Ayn Rand dystopia and Fallout New Vegas is a Hegelian dialectic. Games have come a long way since Pong.,605,259
2012-04-01 18:44:24+00:00,"UN must take responsibility & help people of Haiti. MT ""@brynmooser: Front page NYTimes.  
 http://t.co/OlME97pv”",13,9
2012-03-31 17:43:06+00:00,Having dinner where a dude is hanging giant underwear with a cherry picker.  http://t.co/2Krn9AzH,28,3
2012-03-31 16:42:30+00:00,Happy bday to my old and dear friend @adeoressi! U do parties better than a rockstar. For Berlin ... http://t.co/vJZkJU13,43,12
2012-03-28 00:32:07+00:00,"The Model S beta endurance car just passed 150,000 miles on a single battery pack!",29,157
2012-03-22 07:10:10+00:00,Interesting interview with Vinge about superhuman AI and optimistic apocalypses http://t.co/TVoqGpEG,39,30
2012-03-20 21:05:26+00:00,Support @Polar_Broadband as they try to save a good satellite from becoming space junk. Let it live! http://t.co/GEdkLh3h #antarctica,8,38
2012-03-15 09:37:28+00:00,Lovely poster about wishes that explains one of the many reasons to make life multiplanetary http://t.co/e1ZM8a2b,1414,309
2012-03-15 01:36:58+00:00,"10 years ago today, SpaceX was founded. Many battles fought. Physics always won. http://t.co/p85UHeuq",98,132
2012-03-14 23:06:03+00:00,"Why I'm leaving the Empire, by Darth Vader  http://t.co/D5YUbAyO",17,49
2012-03-13 07:27:14+00:00,"If something is physically possible, not only is someone doing it, but there is also an award show.",31,38
2012-03-12 06:45:14+00:00,"Mountain lions eat cats, which means we *actually* live in a cat eat cat world ... an apology is owed to dogkind!",58,55
2012-03-11 16:21:59+00:00,"I think if you go there, they just feed you delicious candy all day and ask nothing in return.",22,7
2012-03-11 15:31:43+00:00,Just passed a place called the Sugar Shack in a Louisiana swamp. I wonder what happens there? http://t.co/1MomQnNe,529,42
2012-03-07 01:52:14+00:00,The President of Serbia came by our booth at the Geneva Motor Show and talked about Nikola Tesla http://t.co/KIhxc0TF,360,111
2012-03-02 00:29:56+00:00,Dawn at Cape Canaveral http://t.co/ZHkcffYr,22,19
2012-02-29 07:02:03+00:00,"@TomMao1 Studied physics in college, read a lot of books and was taught by the world's leading domain experts at SpaceX.",37,9
2012-02-28 22:25:50+00:00,"Falcon 9 and Dragon now vertical on the launch pad, surrounded by 300 ft tall lightning towers http://t.co/iERgA2RP",51,123
2012-02-25 22:17:04+00:00,"@LooperNor Yes, this will, if all goes well, be the first commercial spaceship to dock with the Space Station. T zero ~ end of April.",12,12
2012-02-25 22:04:41+00:00,Dragon spaceship and Falcon 9 rocket just completed final assembly at Cape Canaveral http://t.co/4GrSr3VU,84,214
2012-02-25 18:36:12+00:00,Supporting the drive to get a #PlutoStamp for the @NASA New Horizons mission,8,12
2012-02-22 00:57:28+00:00,@NASA launched a rocket into the northern lights http://t.co/tR2cSeMV,161,160
2012-02-21 16:27:16+00:00,"Iran's nuclear weapons facility is apparently called ""Frodo"". Watch out for Gollum! My precious... http://t.co/s1hLZ0vs",237,48
2012-02-17 00:51:21+00:00,Important point highlighted by @kqed: an electric car in California produces only 1/4 CO2 of gasoline http://t.co/xV3eWJ33,7,31
2012-02-14 01:32:06+00:00,Model X review by Jim Motavalli. I think he likes the car. http://t.co/aY1nx9FP,22,55
2012-02-12 20:37:52+00:00,"At the Samovar having tea called ""monkey picked iron goddess of mercy"". Those monkeys sure know their tea. http://t.co/ctEWczlC",177,26
2012-02-10 19:54:59+00:00,Do not search for purple squirrels! Giving them attention only makes them want to be more purple.,3429,812
2012-02-10 19:38:00+00:00,"Tesla Model X is 3rd most searched term on Google, right after purple squirrel. Damn you squirrel! http://t.co/jP9H5XrB",373,140
2012-02-10 17:23:17+00:00,Tesla Model X video  http://t.co/pjcaicOc,15,49
2012-02-10 16:51:47+00:00,"@TeslasBigFan Don't worry, we've got a cool solution for ski storage on the X with the Falcon wing doors",8,3
2012-02-09 16:37:45+00:00,Model X sketch showing just a bit more leg. Unveiling tonight... http://t.co/KASHBP5p,140,100
2012-02-08 19:13:44+00:00,"Cool new @NASA pic of the most powerful type of solar flare, called X-class. Am not making this up! http://t.co/eJKSQqvO",218,74
2012-02-08 04:40:20+00:00,Russia and China are blocking UN action. Can't imagine why they wouldn't support a democratic uprising...,62,46
2012-02-08 04:35:43+00:00,Wish there was something we could do to help the people of Syria.   http://t.co/Ii7v7Cgw,45,24
